Indicator,Taxonomic Level,"Matching EFG, Biome","Matching EFG, Biome (full name)",Notes,Ecoregions,pallete,Reference,Region
Oreopanax xalapensis,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Oreopanax,Genus,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Phoebe helicterifolia,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Alsophila salvinii,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Persea donnell-smithii,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Persea sessilis,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Persea schiedeana,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Podocarpus oleifolius,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Podocarpus guatemalensis,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Weinmannia pinnata,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Magnolia hondurensis,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Alfaroa costaricensis,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Alfaroa hondurensis,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Billia hippocastanum,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Brunellia mexicana,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Prunus brachybotrya,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Olmediella betschleriana,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Amphitecna montana,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Pithecellobium vulcanorum,Species,T1.3,Tropical/Subtropical montane rainforests,Cloud forests should be a strong T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Clusia clusioides,Species,T1.3,Tropical/Subtropical montane rainforests,Elfin forests - T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Myrica gale,Species,TF1.6,"Boreal, temperate and montane peat bogs",,,#C1F195,,
Pinus hartwegii,Species,T1.3,Tropical/Subtropical montane rainforests,Elfin forests - T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Lycopodium vestitum,Genus,T1.3,Tropical/Subtropical montane rainforests,Elfin forests - T1.3,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Axonopus aureus,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Fimbristylis paradoxa,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Declieuxia fruticosa,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Rhynchospora spp.,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Thrasya trinitensis,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Thrasya mosquitensis,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Blechnum serrulatum,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Acoelorraphe wrightii,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Orbignya cohune,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Pinus caribaea,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Pinus tecunumanii,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Quercus oleoides,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Byrsonima crassifolia,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Calliandra houstoniana,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Xilopia frutescens,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Myrica cerifera,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Ilex guianensis,Species,T4.2,Pyric tussock savannas,Should be a match to pyric savannah (T4.2),,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Pteridium caudatum,Species,T4.2,Pyric tussock savannas,Indicator of T1.2 - T4.2,,#FFA134,https://explorer.natureserve.org/Search,Central American Countries
Bursera simaruba,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Coccoloba diversifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Erythroxylum areolatum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Eugenia axillaris,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Exostema caribaeum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Exothea paniculate,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guettarda krugii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guaiacum sanctum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guapira obtusata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Gymnanthes lucida,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Metopium toxiferum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Sideroxylon foetidissimum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Sideroxylon salicifolium,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Amyris elemifera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Ateleia gummifera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Bourreria succulenta,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Bucida buceras,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Caesalpinia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Capparis cynophallophora,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Capparis flexuosa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Chionanthus ligustrinus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Chrysobalanus icaco,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Chrysophyllum oliviforme,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Coccoloba krugii,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Coccothrinax littoralis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Colubrina,Genus,T1,Tropical-subtropical forests,,,#008452,https://explorer.natureserve.org/Search,Caribbean Islands
Erithalis fruticose,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Erythroxylum rotundifolium,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Eugenia confuse,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Eugenia foetida,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Ficus aurea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guettarda elliptica,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Krugiodendron ferreum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Lysiloma latisiliquum,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Pictetia aculeata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Pisonia albida,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Randia aculeata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Sabal parviflora,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Tabernaemontana amblyocarpa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Terminalia neglecta,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Thouinia striata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Thrinax radiata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Bourreria succulenta,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Coccoloba microstachya,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guapira fragrans,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Maytenus laevigata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Nectandra coriacea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Tabebuia heterophylla,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Acacia muricata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Allophylus cominia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Amyris balsamifera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Andira inermis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Ateleia cubensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Brya ebenus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Byrsonima spicata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Capparis,Genus,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Catalpa macrocarpa,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Cedrela odorata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Coccoloba uvifera,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Copernicia baileyana,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Copernicia sueroana,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Copernicia textilis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Cordia laevigata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Diospyros crassinervis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Diospyros halesioides,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Eugenia confuse,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Ficus citrifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Hymenaea courbaril,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Manilkara jaimiqui,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Manilkara bidentata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Maytenus buxifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Myrcia citrifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Myrciaria floribunda,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Phyllostylon brasiliensis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Picramnia pentandra,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guapira fragrans,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Pisonia subcordata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Savia sessiliflora,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Swietenia mahagoni,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Tabebuia heterophylla,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Tabebuia shaferi,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Trichilia hirta,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Trichilia pallida,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Zanthoxylum martinicense,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Acacia muricata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Byrsonima spicata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Chionanthus compactus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Faramea occidentalis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Guazuma ulmifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Inga laurina,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Nectandra coriacea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Tabebuia heterophylla,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,https://explorer.natureserve.org/Search,Caribbean Islands
Banara portoricensis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Brachionidium ciliolatum,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Myrcia margarettiae,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Gonocalyx concolor,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Habenaria amalfitana,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Ternstroemia luquillensis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Ternstroemia subsessilis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Magnolia cubensis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Clusia tetrastigma,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Gomidesia lindeniana,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Fadyenia hooker,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Ossaea ottoschmidtii,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Ageratina paucibracteata,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Myrsine microphylla,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Nectandra reticularis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Persea anomala,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Sapium maestrense,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Symplocos leonis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Torralbasia cuneifolia,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Cyrilla racemiflora,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Clusia havetioides,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Eugenia marchiana,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Ilex macfadyenii,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Laplacea haematoxylon,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Podocarpus urbanii,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Rhamnus sphaerosperma,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Solanum punctulatum,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Turpinia occidentalis,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Viburnum villosum,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Buchenavia tetraphylla,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Calyptronoma plumeriana,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Cyathea arborea,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Cyrilla racemiflora,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Mora abbottii,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Ormosia krugii,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Prestoea acuminata,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Sloanea berteriana,Species,T1.3,Tropical/Subtropical montane rainforests,,,#6FD9A1,https://explorer.natureserve.org/Search,Caribbean Islands
Leopardus guigna,species,T2.3,Oceanic cool temperate rainforests,cat found in temperate rainforests in the Andes; is also found north of these forests in Chile but prefers temperate rainforest,,#54B2A0,,South America
Fitzroya cupressoides,species,T2.3,Oceanic cool temperate rainforests,45-60m ancient conifer,,#54B2A0,,South America
Nothofagus,genus,T2.3,Oceanic cool temperate rainforests,"southern beech deciduous tree, broadleafed",,#54B2A0,,South America
Nassella tenuis,species,T4.5,Temperate subhumid grasslands,tussock grass; good for livestock grazing so may be present in pastures as well,,#D36E00,,South America
Mulinum spinosum,species,T5.4,Cool deserts and semi-deserts,"spiny, cushiony shrub; thrives in windy and dry environments",,#886716,,South America
Lama vicugna,species,T6.4,Temperate alpine grasslands and shrublands,found in high alpine areas of Andes,,#A8A8A8,,South America
Laurelia sempervirens,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Amomyrtus meli,species,"T2.3, T2.4",Oceanic cool temperate rainforests or Laurophyll Forests,Evergreen broad leafed,,#007767,,South America
Crinodendron hookerianum,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Eucryphia cordifolia,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Aextoxicon punctatum,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Gevuina avellana,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Luma apiculata,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Podocarpus saligna,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Laureliopsis,genus,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Amomyrtus luma,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Raukaua laetevirens,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Chusquea bamboos,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Caldcluvia,genus,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Saxegothaea conspicua,species,T2.3,Oceanic cool temperate rainforests,Evergreen conifer,,#54B2A0,,South America
Weinmannia trichosperma,species,T2.4,Warm temperate laurophyll forests,Evergreen broad leafed but endemic to laurel forests,,#73D1BE,,South America
Podocarpus nubigena,species,T2.3,Oceanic cool temperate rainforests,Evergreen conifer,,#54B2A0,,South America
Maytenus magellanica,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Drimys winteri,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Pilgerdendron uviferum,species,T2.3,Oceanic cool temperate rainforests,Evergreen conifer,,#54B2A0,,South America
Embothrium coccineum,species,"T2.3, T3.2",Warm temperate laurophyll forests and Seasonally dry temperate heath and shrublands,Evergreen broad leafed (T3.2 from Holdgate 1961),,#007767,,South America
